date,open,high,low,close,volume,ma50,ma200
2025-12-19 11:15:00,5.56,5.58,5.56,5.58,1003300,5.521,5.57385
2025-12-19 11:30:00,5.58,5.59,5.57,5.58,1777300,5.5226,5.573850000000001
2025-12-19 13:15:00,5.59,5.59,5.57,5.58,2106800,5.5241999999999996,5.5738
2025-12-19 13:30:00,5.58,5.59,5.57,5.59,1008300,5.5258,5.5738
2025-12-19 13:45:00,5.59,5.59,5.58,5.58,657400,5.5276,5.5736
2025-12-19 14:00:00,5.59,5.59,5.57,5.57,1275300,5.529,5.5733500000000005
2025-12-19 14:15:00,5.57,5.58,5.56,5.57,1995300,5.53,5.5729999999999995
2025-12-19 14:30:00,5.56,5.58,5.56,5.56,925000,5.530999999999999,5.5725999999999996
2025-12-19 14:45:00,5.57,5.58,5.56,5.57,2037500,5.5322,5.57225
2025-12-19 15:00:00,5.57,5.58,5.56,5.57,2681100,5.5334,5.57185
2025-12-22 09:45:00,5.57,5.59,5.55,5.56,5029700,5.5346,5.5714
2025-12-22 10:00:00,5.56,5.57,5.55,5.57,2592100,5.5358,5.570949999999999
2025-12-22 10:15:00,5.56,5.57,5.55,5.56,1574900,5.5374,5.570450000000001
2025-12-22 10:30:00,5.57,5.58,5.56,5.58,2134600,5.5394000000000005,5.57015
2025-12-22 10:45:00,5.57,5.58,5.56,5.57,1519400,5.5412,5.5698
2025-12-22 11:00:00,5.57,5.58,5.56,5.57,1041100,5.5428,5.569450000000001
2025-12-22 11:15:00,5.57,5.57,5.56,5.57,935700,5.5443999999999996,5.569
2025-12-22 11:30:00,5.56,5.57,5.56,5.57,946900,5.545999999999999,5.5686
2025-12-22 13:15:00,5.57,5.58,5.56,5.58,1553400,5.5478000000000005,5.568099999999999
2025-12-22 13:30:00,5.57,5.58,5.56,5.56,986400,5.549200000000001,5.56755
2025-12-22 13:45:00,5.56,5.57,5.56,5.57,425600,5.551,5.56705
2025-12-22 14:00:00,5.57,5.57,5.56,5.57,820200,5.5526,5.566549999999999
2025-12-22 14:15:00,5.57,5.57,5.56,5.56,631700,5.5538,5.565899999999999
2025-12-22 14:30:00,5.57,5.58,5.56,5.57,1851900,5.5548,5.5653500000000005
2025-12-22 14:45:00,5.57,5.58,5.56,5.57,1874300,5.555599999999999,5.56475
2025-12-22 15:00:00,5.57,5.58,5.56,5.57,2616500,5.5564,5.56415
2025-12-23 09:45:00,5.58,5.6,5.57,5.58,5527600,5.5576,5.5634500000000005
2025-12-23 10:00:00,5.58,5.58,5.56,5.58,2081800,5.559,5.562799999999999
2025-12-23 10:15:00,5.58,5.58,5.56,5.58,992900,5.5604,5.562199999999999
2025-12-23 10:30:00,5.57,5.59,5.57,5.59,1704400,5.562199999999999,5.561650000000001
2025-12-23 10:45:00,5.58,5.59,5.57,5.59,1280600,5.564,5.5611
